X 	 RF2 	 U2 
0.0	0.0	0.0
0.002004008016032064	2.4956721105155243e-05	0.000501002004008016
0.004008016032064128	4.972668401981938e-05	0.001002004008016032
0.0060120240480961915	7.43098887439924e-05	0.0015030060120240479
0.008016032064128256	9.870633527767433e-05	0.002004008016032064
0.01002004008016032	0.00012291602362086512	0.00250501002004008
0.012024048096192383	0.00014693895377356484	0.0030060120240480957
0.014028056112224447	0.00017077512573577345	0.003507014028056112
0.01603206412825651	0.00019442453950749094	0.004008016032064128
0.018036072144288574	0.00021788719508871729	0.004509018036072144
0.02004008016032064	0.00024116309247945256	0.00501002004008016
0.022044088176352703	0.0002642522316796967	0.005511022044088176
0.024048096192384766	0.0002871546126894498	0.0060120240480961915
0.026052104208416832	0.0003098702355087118	0.006513026052104208
0.028056112224448895	0.00033239910013748266	0.007014028056112224
0.03006012024048096	0.0003547412065757624	0.00751503006012024
0.03206412825651302	0.00037689655482355097	0.008016032064128256
0.03406813627254509	0.00039886514488084857	0.008517034068136272
0.03607214428857715	0.00042064697674765487	0.009018036072144287
0.038076152304609215	0.00044224205042397025	0.009519038076152304
0.04008016032064128	0.00046365036590979446	0.01002004008016032
0.04208416833667334	0.00048487192320512747	0.010521042084168335
0.044088176352705406	0.0005059067223099695	0.011022044088176352
0.04609218436873747	0.0005267547632243205	0.011523046092184368
0.04809619238476953	0.0005474160459481802	0.012024048096192383
0.0501002004008016	0.000567890570481549	0.0125250501002004
0.052104208416833664	0.0005881783368244265	0.013026052104208416
0.05410821643286573	0.0006082793449768129	0.013527054108216433
0.05611222444889779	0.0006281935949387083	0.014028056112224447
0.058116232464929855	0.0006479210867101126	0.014529058116232464
0.06012024048096192	0.0006674618202910257	0.01503006012024048
0.06212424849699398	0.0006868157956814477	0.015531062124248495
0.06412825651302605	0.0007059830128813786	0.01603206412825651
0.06613226452905811	0.0007249634718908184	0.016533066132264528
0.06813627254509018	0.0007437571727097671	0.017034068136272545
0.07014028056112225	0.0007623641153382248	0.01753507014028056
0.0721442885771543	0.0007807842997761913	0.018036072144288574
0.07414829659318636	0.0007990177260236665	0.01853707414829659
0.07615230460921843	0.0008170643940806509	0.019038076152304607
0.0781563126252505	0.0008349243039471441	0.019539078156312624
0.08016032064128256	0.0008525974556231462	0.02004008016032064
0.08216432865731463	0.0008700838491086572	0.020541082164328657
0.08416833667334668	0.0008873834844036767	0.02104208416833667
0.08617234468937875	0.0009044963615082056	0.021543086172344687
0.08817635270541081	0.0009214224804222432	0.022044088176352703
0.09018036072144288	0.0009381618411457898	0.02254509018036072
0.09218436873747494	0.0009547144436788452	0.023046092184368736
0.09418837675350701	0.0009710802880214096	0.023547094188376753
0.09619238476953906	0.0009872593741734829	0.024048096192384766
0.09819639278557113	0.0010032517021350649	0.024549098196392782
0.1002004008016032	0.0010190572719061559	0.0250501002004008
0.10220440881763526	0.0010346760834867555	0.025551102204408815
0.10420841683366733	0.0010501081368768646	0.026052104208416832
0.1062124248496994	0.0010653534320764822	0.02655310621242485
0.10821643286573146	0.0010804119690856087	0.027054108216432865
0.11022044088176351	0.0010952837479042442	0.027555110220440878
0.11222444889779558	0.0011099687685323886	0.028056112224448895
0.11422845691382764	0.0011244670309700417	0.02855711422845691
0.11623246492985971	0.001138778535217204	0.029058116232464928
0.11823647294589178	0.001152903281273875	0.029559118236472944
0.12024048096192384	0.001166841269140055	0.03006012024048096
0.1222444889779559	0.0011805924988157438	0.030561122244488974
0.12424849699398796	0.0011941569703009414	0.03106212424849699
0.12625250501002003	0.001207534683595648	0.03156312625250501
0.1282565130260521	0.0012207256386998636	0.03206412825651302
0.13026052104208416	0.001233729835613588	0.03256513026052104
0.13226452905811623	0.001246547274336821	0.033066132264529056
0.1342685370741483	0.0012591779548695632	0.03356713426853707
0.13627254509018036	0.0012716218772118144	0.03406813627254509
0.13827655310621242	0.0012838790413635744	0.034569138276553106
0.1402805611222445	0.0012959494473248434	0.03507014028056112
0.14228456913827653	0.0013078330950956208	0.03557114228456913
0.1442885771543086	0.0013195299846759075	0.03607214428857715
0.14629258517034066	0.001331040116065703	0.036573146292585165
0.14829659318637273	0.0013423634892650073	0.03707414829659318
0.1503006012024048	0.0013535001042738208	0.0375751503006012
0.15230460921843686	0.001364449961092143	0.038076152304609215
0.15430861723446893	0.001375213059719974	0.03857715430861723
0.156312625250501	0.0013857894001573139	0.03907815631262525
0.15831663326653306	0.0013961789824041629	0.039579158316633264
0.16032064128256512	0.0014063818064605207	0.04008016032064128
0.1623246492985972	0.0014163978723263876	0.0405811623246493
0.16432865731462926	0.001426227180001763	0.041082164328657314
0.16633266533066132	0.0014358697294866475	0.04158316633266533
0.16833667334669336	0.0014453255207810406	0.04208416833667334
0.17034068136272543	0.0014545945538849431	0.04258517034068136
0.1723446893787575	0.0014636768287983543	0.04308617234468937
0.17434869739478956	0.0014725723455212743	0.04358717434869739
0.17635270541082163	0.001481281104053703	0.044088176352705406
0.1783567134268537	0.0014898031043956408	0.04458917835671342
0.18036072144288576	0.0014981383465470877	0.04509018036072144
0.18236472945891782	0.0015062868305080433	0.045591182364729456
0.1843687374749499	0.0015142485562785078	0.04609218436873747
0.18637274549098196	0.0015220235238584813	0.04659318637274549
0.18837675350701402	0.0015296117332479636	0.047094188376753505
0.1903807615230461	0.0015370131844469547	0.04759519038076152
0.19238476953907813	0.0015442278774554549	0.04809619238476953
0.1943887775551102	0.0015512558122734636	0.04859719438877755
0.19639278557114226	0.0015580969889009816	0.049098196392785565
0.19839679358717432	0.0015647514073380082	0.04959919839679358
0.2004008016032064	0.001571219067584544	0.0501002004008016
0.20240480961923846	0.0015774999696405885	0.050601202404809614
0.20440881763527052	0.0015835941135061416	0.05110220440881763
0.2064128256513026	0.001589501499181204	0.05160320641282565
0.20841683366733466	0.0015952221266657752	0.052104208416833664
0.21042084168336672	0.0016007559959598553	0.05260521042084168
0.2124248496993988	0.0016061031070634443	0.0531062124248497
0.21442885771543085	0.0016112634599765422	0.053607214428857713
0.21643286573146292	0.001616237054699149	0.05410821643286573
0.21843687374749496	0.0016210238912312647	0.05460921843687374
0.22044088176352702	0.0016256239695728893	0.055110220440881756
0.2224448897795591	0.0016300372897240227	0.05561122244488977
0.22444889779559116	0.001634263851684665	0.05611222444889779
0.22645290581162322	0.0016383036554548163	0.056613226452905806
0.2284569138276553	0.0016421567010344764	0.05711422845691382
0.23046092184368736	0.0016458229884236456	0.05761523046092184
0.23246492985971942	0.0016493025176223235	0.058116232464929855
0.2344689378757515	0.0016525952886305103	0.05861723446893787
0.23647294589178355	0.001655701301448206	0.05911823647294589
0.23847695390781562	0.0016586205560754105	0.059619238476953905
0.24048096192384769	0.001661353052512124	0.06012024048096192
0.24248496993987975	0.0016638987907583464	0.06062124248496994
0.2444889779559118	0.001666257770814078	0.06112224448897795
0.24649298597194386	0.001668429992679318	0.061623246492985964
0.24849699398797592	0.001670415456354067	0.06212424849699398
0.250501002004008	0.0016722141618383249	0.062625250501002
0.25250501002004005	0.0016738261091320918	0.06312625250501001
0.2545090180360721	0.0016752512982353676	0.06362725450901803
0.2565130260521042	0.0016764897291481522	0.06412825651302605
0.25851703406813625	0.0016775414018704458	0.06462925851703406
0.2605210420841683	0.0016784063164022483	0.06513026052104208
0.2625250501002004	0.0016790844727435595	0.0656312625250501
0.26452905811623245	0.0016795758708943798	0.06613226452905811
0.2665330661322645	0.0016798805108547087	0.06663326653306613
0.2685370741482966	0.0016799983926245468	0.06713426853707415
0.27054108216432865	0.0016799295162038936	0.06763527054108216
0.2725450901803607	0.0016796738815927496	0.06813627254509018
0.2745490981963928	0.0016792314887911141	0.0686372745490982
0.27655310621242485	0.0016786023377989875	0.06913827655310621
0.2785571142284569	0.0016777864286163702	0.06963927855711423
0.280561122244489	0.0016767837612432616	0.07014028056112225
0.282565130260521	0.0016755943356796617	0.07064128256513025
0.28456913827655306	0.0016742181519255708	0.07114228456913826
0.2865731462925851	0.0016726552099809889	0.07164328657314628
0.2885771543086172	0.0016709055098459158	0.0721442885771543
0.29058116232464926	0.0016689690515203518	0.07264529058116231
0.2925851703406813	0.001666845835004296	0.07314629258517033
0.2945891783567134	0.0016645358602977497	0.07364729458917835
0.29659318637274545	0.0016620391274007123	0.07414829659318636
0.2985971943887775	0.0016593556363131837	0.07464929859719438
0.3006012024048096	0.001656485387035164	0.0751503006012024
0.30260521042084165	0.001653428379566653	0.07565130260521041
0.3046092184368737	0.0016501846139076511	0.07615230460921843
0.3066132264529058	0.001646754090058158	0.07665330661322645
0.30861723446893785	0.001643136808018174	0.07715430861723446
0.3106212424849699	0.0016393327677876987	0.07765531062124248
0.312625250501002	0.0016353419693667323	0.0781563126252505
0.31462925851703405	0.0016311644127552749	0.07865731462925851
0.3166332665330661	0.0016268000979533263	0.07915831663326653
0.3186372745490982	0.0016222490249608865	0.07965931863727455
0.32064128256513025	0.0016175111937779558	0.08016032064128256
0.3226452905811623	0.0016125866044045339	0.08066132264529058
0.3246492985971944	0.001607475256840621	0.0811623246492986
0.32665330661322645	0.0016021771510862167	0.08166332665330661
0.3286573146292585	0.0015966922871413216	0.08216432865731463
